id,lat,lon,start_date,end_date
1066,52.455042,-1.199679,2017-11-10,
717,50.90395,-1.40657,2017-11-13,2018-03-26
942,50.71447,-2.43698,2017-11-13,
965,50.90352,-1.40418,2017-11-13,
969,51.48154,-3.17869,2017-11-14,
712,54.95639,-1.66879,2017-11-15,
1073,51.8666,-2.24807,2017-11-16,
1071,51.86297,-2.24134,2017-11-16,
1072,51.8627,-2.25165,2017-11-16,
1075,51.53364,-0.10855,2017-11-17,
1074,51.507495330768954,-0.21945323544311224,2017-11-17,2018-01-15
1076,51.53558,-0.1042,2017-11-17,
722,54.97419,-1.61181,2017-11-17,
115,51.51506,-0.16315,2017-11-20,
1079,53.48348,-2.24168,2017-11-20,
983,51.50925,-0.12442,2017-11-20,
1084,51.875112,-0.439081,2017-11-21,
1039,54.34169,-1.43532,2017-11-22,
1085,54.4702,-1.19164,2017-11-22,2017-11-22
963,51.45559,-0.97241,2017-11-23,
1078,51.54612,-0.48122,2017-11-23,2017-12-05
490,53.40458,-2.98628,2017-11-23,2018-06-13
1077,51.54554,-0.47724,2017-11-23,
122,51.51026,-0.13189,2017-11-24,
429,51.48991,-0.16318,2017-12-04,
1078,51.54612,-0.48122,2017-12-05,
222,51.4557,-0.97228,2017-12-05,
126,51.51726,-0.15544,2017-12-06,2018-01-12
587,51.37665,0.10001,2017-12-06,
1087,54.33779,-1.43357,2017-12-11,
1086,54.23224,-1.34357,2017-12-13,
1088,51.86462,-2.24472,2017-12-14,
247,53.38304,-1.46676,2017-12-18,
476,53.68156,-1.49659,2017-12-20,2018-05-14
288,53.48397,-2.24464,2017-12-22,
126,51.51726,-0.15544,2018-01-12,2018-03-14
57,51.51742,-0.11925,2018-01-12,
1089,51.57723,-0.22301,2018-01-15,
1074,51.507495330768954,-0.21945323544311224,2018-01-15,
889,52.45558,-1.20001,2018-01-17,
1080,53.56926,-2.88103,2018-01-17,
1081,53.56926,-2.88103,2018-01-17,
1045,54.28833,-1.58895,2018-01-17,
1090,51.46262,-0.30246,2018-01-18,
1092,51.5356,-0.10421,2018-01-18,
1091,51.50322,-0.22393,2018-01-18,
1093,51.40903,-0.30564,2018-01-18,2018-01-26
118,51.51434,-0.15957,2018-01-19,2018-01-19
118,51.51434,-0.15957,2018-01-19,
192,53.68186,-1.4947,2018-01-22,2018-05-14
688,51.49327,-0.14462,2018-01-22,
770,51.51519,-0.13088,2018-01-22,
860,51.86395,-2.24559,2018-01-24,
1095,51.86395,-2.24559,2018-01-24,
728,51.49926,-0.13332,2018-01-26,
1093,51.40903,-0.30564,2018-01-26,
504,52.47784,-1.89289,2018-02-05,
506,52.47858,-1.89522,2018-02-05,
1059,50.37694,-4.13611,2018-02-12,
1099,54.33691,-1.43392,2018-02-14,
1096,54.34044,-1.43418,2018-02-14,
1044,54.28915,-1.59281,2018-02-15,
1056,54.12246,-1.19158,2018-02-20,
1055,54.12048,-1.19218,2018-02-20,2018-03-20
1055,54.12048,-1.19218,2018-02-20,2018-02-20
1097,54.46965,-1.19436,2018-02-21,
190,51.4051,0.01568,2018-02-22,
608,51.37416,-0.09564,2018-02-22,
188,51.37697,-0.10207,2018-02-22,
393,50.82326,-0.14123,2018-02-23,
557,51.45572,-0.97391,2018-03-01,2018-06-13
1100,51.41117,-0.30519,2018-03-05,
1101,51.51511,-0.14505,2018-03-07,
1102,51.51284,-0.14014,2018-03-07,
985,51.4609,-0.16698,2018-03-12,2018-06-27
786,51.45524,-0.19297,2018-03-12,
126,51.51726,-0.15544,2018-03-14,
1040,54.34112,-1.43353,2018-03-14,2018-07-13
646,51.4018,0.01625,2018-03-15,2018-04-04
869,53.18862,-2.8897,2018-03-16,
513,53.48276,-2.24203,2018-03-19,2018-04-27
1055,54.12048,-1.19218,2018-03-20,
727,53.40349,-2.9863,2018-03-20,
186,51.41174,-0.30312,2018-03-21,
717,50.90395,-1.40657,2018-03-26,
1116,51.51298,-0.30313,2018-04-03,
909,53.38731,-0.33471,2018-04-04,
646,51.4018,0.01625,2018-04-04,
565,53.74471,-0.34288,2018-04-05,
1115,51.57751,-0.22439,2018-04-05,
971,53.74451,-0.34023,2018-04-05,
1108,51.55926,0.07271,2018-04-06,2018-04-06
1108,51.55926,0.07271,2018-04-06,
1113,51.65565,-0.3935,2018-04-09,
1112,52.57393,-0.24589,2018-04-11,
1110,52.62507,1.29126,2018-04-11,
1109,52.63701,-1.13739,2018-04-12,
1120,53.48075,-2.25359,2018-04-25,
513,53.48276,-2.24203,2018-04-27,
1123,51.52539,-0.14034,2018-05-16,
1122,51.48287,-0.60942,2018-05-16,
1138,51.51586,-0.10817,2018-05-21,
1139,51.51586,-0.10817,2018-05-21,
1128,51.51497,-0.09134,2018-05-22,
1136,51.51915,-0.09018,2018-05-22,
1105,54.60076,-5.93291,2018-05-23,
1124,54.64753,-5.65815,2018-05-23,
1146,51.52167,-0.0795,2018-05-23,
1143,51.51701,-0.07835,2018-05-23,
1145,51.52167,-0.0795,2018-05-23,
1133,55.95362,-3.1929,2018-05-24,
1142,51.51293,-0.08097,2018-05-24,
1144,51.51089,-0.08958,2018-05-24,
1130,51.51644,-0.08084,2018-05-25,
1121,51.53364,-0.12585,2018-05-25,
1134,51.51559,-0.08438,2018-05-25,
1131,51.51741,-0.10471,2018-05-29,
1132,51.51741,-0.10471,2018-05-29,
1141,51.5077,-0.02284,2018-05-30,
1126,51.50479991755879,-0.018828260084156057,2018-05-30,
1127,51.50479991755879,-0.018828260084156057,2018-05-30,
1135,51.50606,-0.02238,2018-05-31,
1125,51.50595,-0.09949,2018-05-31,
1137,51.51915,-0.09018,2018-06-06,
1129,51.51118,-0.08593,2018-06-06,
1140,51.51483,-0.09865,2018-06-06,
488,53.40475,-2.98081,2018-06-13,
557,51.45572,-0.97391,2018-06-13,2018-06-13
557,51.45572,-0.97391,2018-06-13,
490,53.40458,-2.98628,2018-06-13,
527,51.4587,-2.58714,2018-06-20,
1111,51.75026,-1.26136,2018-06-20,
1106,51.47864,-3.17418,2018-06-21,
1147,51.86674,-2.24237,2018-06-25,
1148,51.86571,-2.24659,2018-06-25,
1150,51.86422,-2.24351,2018-06-26,
1149,51.8647,-2.24502,2018-06-26,
814,55.95107,-3.21003,2018-06-27,
714,51.49753592073078,-0.13583657974242547,2018-06-27,
1107,55.82122,-4.34205,2018-06-28,
1152,52.95373,-1.15184,2018-06-29,
384,50.82609,-0.16083,2018-06-29,
1063,50.82347,-0.14221,2018-06-29,
832,51.51473,-0.17381,2018-07-02,
801,51.51437,-0.17507,2018-07-02,
144,51.51938,-0.16949,2018-07-02,
1117,51.40707,-0.02797,2018-07-04,
1118,51.40611,-0.02833,2018-07-04,
1114,51.31947,-0.55952,2018-07-05,
1058,51.5225,-0.1109,2018-07-11,2018-07-11
1040,54.34112,-1.43353,2018-07-13,
1155,54.33952,-1.43564,2018-07-13,
1157,51.23116,-0.33361,2018-07-24,
1082,53.56926,-2.88103,2018-07-24,
1156,51.23162,-0.33214,2018-07-24,
1164,51.23162,-0.33333,2018-07-24,
1083,53.56926,-2.88103,2018-07-24,
1161,51.23288,-0.32999,2018-07-25,
1159,51.2349,-0.32503,2018-07-25,
1160,51.23334,-0.32849,2018-07-25,
1162,51.23266,-0.33089,2018-07-25,
1158,51.23028,-0.33467,2018-07-26,
1165,51.23186,-0.33629,2018-07-26,
1163,51.23162,-0.33299,2018-07-26,
837,51.51087,-0.12949,2018-08-01,
802,51.51565,-0.17536,2018-08-01,
837,51.51087,-0.12949,2018-08-01,2018-08-01
358,51.51431,-0.16648,2018-08-01,
1119,53.37687,-1.47303,2018-08-06,
1038,54.34385,-1.43841,2018-08-08,
1166,51.49678,-0.14005,2018-08-08,
954,51.51515,-0.14342,2018-08-08,
1151,52.9538,-1.1483,2018-08-09,
1167,52.95841,-1.14798,2018-08-09,
1153,52.95627,-1.14737,2018-08-09,
1168,51.89325,-1.16036,2018-08-15,
1049,54.28967,-1.5935,2018-08-24,
1041,54.33876,-1.43276,2018-08-24,
1042,54.34075,-1.43496,2018-08-24,
202,53.68169,-1.49604,,
865,51.51673,-0.17258,,
809,51.78945,1.15347,,
80,51.58738,-0.06113,,
110,51.51515,-0.14351,,
1002,51.52242,-0.16283,,
628,51.51489,-0.13739,,
446,53.190595,-2.890605,,
1098,54.46965,-1.19274,,
74,53.8002,-1.54383,,
830,51.51687,-0.1728,,
580,50.90651,-1.40467,,
1094,51.86395,-2.24559,,
561,55.86492,-4.25922,,
1010,51.36501,-0.19447,,
169,55.95306,-3.19716,,
344,55.85932,-4.25477,,
787,51.41603,-0.05478,,
917,53.68184,-1.49607,,
615,51.88728,-0.52238,,
550,52.40845,-1.51066,,
549,51.78946,1.15193,,
379,51.75219,-1.25685,,
292,53.48274,-2.2356,,
815,55.95,-3.20862,,
833,53.18897247314453,-2.8951048851013184,,
228,50.36691,-4.12518,,
135,51.50878,-0.12445,,
834,53.19337,-2.88123,,
640,51.41595,-0.05457,,
1104,51.50077,-0.19412,,
779,51.40774,0.01654,,
505,52.47936,-1.89742,,
139,51.53374,-0.10582,,
143,51.59237,-0.10586,,
72,53.74852,-2.48223,,
631,51.57608,0.18243,,
868,55.75969,-4.17522,,
293,53.79645,-1.75543,,
462,51.40088,0.01699,,
461,53.18926,-2.89126,,
392,50.82608,-0.13862,,
820,57.506548,-1.780603,,
317,51.51743,-0.12722,,
37,51.46079,-0.01069,,
100,51.51757,-0.11992,,
638,51.51287,-0.13953,,
128,51.50882,-0.14516,,
725,55.86095,-4.25434,,
129,51.50796,-0.13996,,
821,57.50551,-1.77995,,
438,53.19032,-2.8922,,
708,51.51663,-0.12939,,
1154,51.51473,-0.17381,,
1103,51.51523,-0.14638,,
269,51.51451,-0.16625,,
132,51.51703,-0.14285,,
51,53.86853,-1.7033,,
69,53.48034,-2.2378,,
59,53.79708,-1.54089,,
294,51.478,-3.17619,,
371,52.40825,-1.51258,,
372,52.40745,-1.51893,,
49,51.45618,0.14796,,
201,53.68169,-1.49604,,
632,51.57735,0.18122,,
867,51.51676,-0.17263,,
798,51.49389,-0.22409,,
496,51.51688,-0.14251,,
630,51.56058,0.06971,,
82,53.592075,-2.296512,,
26,53.80169,-1.54492,,
230,50.36005,-4.09049,,
449,52.29037,-1.53425,,
1009,51.45585,0.14617,,
33,51.47238,-0.06955,,
167,55.95152,-3.20508,,
478,51.51759,-0.12034,,
629,51.51287,-0.08435,,
104,55.86057,-4.25782,,
626,51.52237,-0.1601,,
1000,51.5381,-0.14175,,
77,53.4971,-2.2339,,
468,51.41073,-0.29954,,
915,53.68182,-1.49686,,
181,51.40925,-0.30644,,
65,53.78814,-1.53997,,
637,51.57655,-0.22382,,
758,51.5274,-0.13352,,
416,50.71361,-2.43694,,
24,53.48224,-2.24037,,
494,51.37198,-0.10057,,
